task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
39	87/846adb	602174	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR7411440)	COMPLETED	0	2026-06-09 21:43:11.444	1m 4s	1m 4s	100.9%	3.4 GB	40.4 GB	624.6 MB	1.8 MB
1	75/090814	646097	NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (GRCh38.primary_assembly.genome.fa)	COMPLETED	0	2026-06-09 21:44:15.297	8.6s	8s	99.0%	3.8 MB	10.5 MB	2.9 GB	14.3 KB
2	f5/429572	646089	NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (GRCh38.primary_assembly.genome.fa)	COMPLETED	0	2026-06-09 21:44:15.291	12.8s	13s	99.0%	15.6 MB	23 MB	4.3 GB	1.4 GB
40	4a/21e924	602097	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR7411440)	COMPLETED	0	2026-06-09 21:43:11.429	1m 48s	1m 48s	473.8%	1.3 GB	9.3 GB	10.7 GB	10 GB
46	48/466633	602307	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (514a93da-9c6d-4030-8ce2-d470861690d3)	COMPLETED	0	2026-06-09 21:43:11.459	2m 26s	2m 26s	199.0%	5.4 GB	40.7 GB	3.1 GB	3.7 MB
50	da/b61402	602117	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR14189737)	COMPLETED	0	2026-06-09 21:43:11.433	2m 29s	2m 29s	201.0%	6.2 GB	40.7 GB	2.8 GB	3.7 MB
37	ae/7e982e	602077	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (a71a46bf-206a-4ef4-8878-1451e351a6bf)	COMPLETED	0	2026-06-09 21:43:11.420	2m 42s	2m 42s	198.5%	5.8 GB	40.6 GB	3 GB	4.2 MB
22	fb/f8ed4e	666909	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (2c8f0ab5-cf44-40bb-b9f9-daf5bb66bb7c)	COMPLETED	0	2026-06-09 21:44:59.410	1m 52s	1m 52s	198.8%	5.6 GB	40.6 GB	2.4 GB	3.8 MB
19	04/d5156f	653416	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (2ea4421b-3693-4689-947f-da0c9da8b888)	COMPLETED	0	2026-06-09 21:44:28.086	3m 42s	3m 42s	200.7%	5.1 GB	40.6 GB	5.4 GB	3.8 MB
15	ed/191eca	666917	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (7cb4e820-bf76-406f-a0df-dc6d06b2e935)	COMPLETED	0	2026-06-09 21:44:59.415	4m 1s	4m 1s	199.2%	5.1 GB	40.6 GB	5.7 GB	3.8 MB
32	7b/99d966	684000	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (a4a420c8-a195-4077-b621-6f8bfa02b39b)	COMPLETED	0	2026-06-09 21:45:40.321	3m 54s	3m 54s	198.9%	5.8 GB	40.6 GB	6.1 GB	3.8 MB
30	4f/64906d	737199	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR7411445)	COMPLETED	0	2026-06-09 21:48:10.042	1m 51s	1m 50s	101.0%	3.4 GB	40.4 GB	1.3 GB	1.8 MB
33	6e/415975	712138	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (364ef418-4b6a-4a3e-84f9-57ca755e1101)	COMPLETED	0	2026-06-09 21:46:51.411	3m 30s	3m 30s	200.8%	5.6 GB	40.6 GB	5.4 GB	3.7 MB
24	79/ee4384	749899	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR8528594)	COMPLETED	0	2026-06-09 21:49:00.393	1m 45s	1m 45s	203.6%	5.4 GB	40.4 GB	2.2 GB	3.4 MB
48	86/3c7bbd	682952	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (e96d9259-bbe6-461a-9f11-37f985253dea)	COMPLETED	0	2026-06-09 21:45:37.328	5m 25s	5m 25s	198.4%	5.1 GB	40.7 GB	9.1 GB	3.7 MB
27	ce/1e7182	602269	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR11355830)	COMPLETED	0	2026-06-09 21:43:11.455	8m 15s	8m 15s	726.6%	1.6 GB	9.4 GB	75.8 GB	73.3 GB
52	02/b10eb4	602154	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR14189737)	COMPLETED	0	2026-06-09 21:43:11.440	8m 16s	8m 16s	717.4%	1.3 GB	9.5 GB	90.7 GB	87.8 GB
16	82/9479de	758542	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (d90389dc-120f-4e74-b3f0-8d3ac60bd3c4)	COMPLETED	0	2026-06-09 21:49:34.283	2m 38s	2m 38s	200.2%	5.7 GB	40.6 GB	4.8 GB	3.8 MB
41	01/ec7293	779197	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (b0a12dfa-fb35-4b78-9886-47354d0f521e)	COMPLETED	0	2026-06-09 21:51:02.282	3m 12s	3m 12s	197.0%	5.6 GB	40.7 GB	5.2 GB	3.7 MB
26	e2/6e2313	769680	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (0b72f9e4-598b-4eb2-addc-9d23aeadd6a8)	COMPLETED	0	2026-06-09 21:50:21.351	3m 55s	3m 55s	199.0%	5.7 GB	40.6 GB	6.1 GB	3.7 MB
17	c2/fc7ea9	775145	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (dbd793a8-1b32-480d-9366-bb7b45c14549)	COMPLETED	0	2026-06-09 21:50:45.272	4m 5s	4m 5s	196.2%	5.4 GB	40.7 GB	6 GB	3.7 MB
10	4c/e451aa	602231	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (d90389dc-120f-4e74-b3f0-8d3ac60bd3c4)	COMPLETED	0	2026-06-09 21:43:11.451	11m 47s	11m 47s	704.6%	1.4 GB	9.5 GB	108.5 GB	103.7 GB
13	5a/e3d629	602085	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (2ea4421b-3693-4689-947f-da0c9da8b888)	COMPLETED	0	2026-06-09 21:43:11.426	13m 14s	13m 14s	672.5%	1.3 GB	9.5 GB	115 GB	109.6 GB
31	c2/509ee4	874084	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR11355830)	COMPLETED	0	2026-06-09 21:54:14.205	3m 6s	3m 5s	188.4%	5.6 GB	40.6 GB	2.5 GB	3.8 MB
42	fb/b060d7	802177	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (5ddaa9cb-f3a4-4e7b-8ed7-1d25820ece22)	COMPLETED	0	2026-06-09 21:52:12.206	5m 9s	5m 9s	194.0%	5.3 GB	40.6 GB	7.1 GB	3.7 MB
9	22/b7a643	602204	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (7cb4e820-bf76-406f-a0df-dc6d06b2e935)	COMPLETED	0	2026-06-09 21:43:11.447	15m 16s	15m 16s	645.5%	1.3 GB	9.4 GB	131.6 GB	125.8 GB
6	9f/3d07a0	985582	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR7961323)	COMPLETED	0	2026-06-09 21:57:20.030	2m 16s	2m 15s	95.5%	3.2 GB	40.8 GB	929.2 MB	1.7 MB
45	c9/d09a6b	875873	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (8982e051-d476-4b65-a541-663f3f2892f2)	COMPLETED	0	2026-06-09 21:54:16.577	5m 45s	5m 45s	191.2%	5.7 GB	40.7 GB	6.6 GB	3.7 MB
53	dc/336408	1081405	NFCORE_RNASEQ:PREPARE_GENOME:GTF2BED (GRCh38.primary_assembly.genome.filtered.gtf)	COMPLETED	0	2026-06-09 22:00:01.198	39.2s	38s	85.6%	3.3 GB	3.4 GB	1.4 GB	29.5 MB
4	8e/dc8129	895542	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (e9fae13c-4513-4afe-a03f-a2f90bff3f3c)	COMPLETED	0	2026-06-09 21:54:50.316	6m 35s	6m 34s	176.7%	5.6 GB	40.7 GB	7.2 GB	3.7 MB
29	1d/fcec89	986202	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (4dc4f20b-29c0-4c88-a9a9-73b850b8aaa9)	COMPLETED	0	2026-06-09 21:57:21.423	4m 42s	4m 42s	171.0%	5.5 GB	40.8 GB	5.2 GB	3.8 MB
14	0a/311e7e	1066913	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (cf4f7acf-4ae8-4de8-8c8b-8a8ab9023cbe)	COMPLETED	0	2026-06-09 21:59:36.042	4m 55s	4m 55s	194.1%	5.3 GB	40.6 GB	6.4 GB	3.7 MB
49	4b/57f46f	1024547	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (514a93da-9c6d-4030-8ce2-d470861690d3)	COMPLETED	0	2026-06-09 21:58:27.945	9m 31s	9m 30s	676.2%	1.3 GB	9.5 GB	81.1 GB	77.9 GB
34	37/bf39dd	784417	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (364ef418-4b6a-4a3e-84f9-57ca755e1101)	COMPLETED	0	2026-06-09 21:51:26.515	17m 34s	17m 34s	595.8%	1.3 GB	9.5 GB	128.9 GB	123.4 GB
23	7e/a7bc07	902101	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (4dc4f20b-29c0-4c88-a9a9-73b850b8aaa9)	COMPLETED	0	2026-06-09 21:54:58.618	14m 26s	14m 26s	657.8%	1.5 GB	9.6 GB	113.6 GB	108.4 GB
18	fd/32ae2e	1184489	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (2c8f0ab5-cf44-40bb-b9f9-daf5bb66bb7c)	COMPLETED	0	2026-06-09 22:04:31.424	5m 28s	5m 28s	682.4%	1.5 GB	9.5 GB	56.4 GB	53.9 GB
21	e0/73c240	784710	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (0b72f9e4-598b-4eb2-addc-9d23aeadd6a8)	COMPLETED	0	2026-06-09 21:51:27.376	18m 46s	18m 46s	622.6%	1.5 GB	9.4 GB	145.9 GB	139.7 GB
28	f9/5e167e	953481	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (a4a420c8-a195-4077-b621-6f8bfa02b39b)	COMPLETED	0	2026-06-09 21:56:25.208	15m 31s	15m 31s	669.1%	1.3 GB	9.5 GB	134.8 GB	128.7 GB
20	48/6f518b	1226981	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR8528594)	COMPLETED	0	2026-06-09 22:07:58.717	7m 5s	7m 5s	666.0%	1.6 GB	9.6 GB	67.9 GB	65.6 GB
47	53/41951e	1125569	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (8982e051-d476-4b65-a541-663f3f2892f2)	COMPLETED	0	2026-06-09 22:01:25.093	16m 3s	16m 2s	654.8%	1.3 GB	9.5 GB	156.4 GB	149.7 GB
38	27/840423	1239268	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (a71a46bf-206a-4ef4-8878-1451e351a6bf)	COMPLETED	0	2026-06-09 22:09:00.685	9m 37s	9m 37s	688.8%	1.7 GB	9.5 GB	88.9 GB	85.9 GB
36	3f/9a0949	690771	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ERR2539101)	COMPLETED	0	2026-06-09 21:45:53.333	33m 26s	33m 26s	97.5%	2.8 GB	40.6 GB	28.9 GB	1.9 MB
5	bd/995e6b	1416483	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR7961323)	COMPLETED	0	2026-06-09 22:17:27.884	2m 31s	2m 30s	463.8%	1.3 GB	9.4 GB	19 GB	18.1 GB
8	a7/724de7	1246997	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (cf4f7acf-4ae8-4de8-8c8b-8a8ab9023cbe)	COMPLETED	0	2026-06-09 22:09:24.737	15m 29s	15m 29s	711.8%	1.5 GB	9.5 GB	147.8 GB	141.3 GB
11	c1/eb6d78	764910	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ERR2539158)	COMPLETED	0	2026-06-09 21:50:00.938	35m 6s	35m 6s	97.6%	3.3 GB	40.6 GB	31.6 GB	1.9 MB
44	c8/760793	1258410	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (5ddaa9cb-f3a4-4e7b-8ed7-1d25820ece22)	COMPLETED	0	2026-06-09 22:09:59.341	15m 41s	15m 41s	719.9%	1.4 GB	9.5 GB	148.8 GB	141.6 GB
54	ed/eadaee	1547665	NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/GRCh38.primary_assembly.genome.fa)	COMPLETED	0	2026-06-09 22:25:40.160	45.4s	45s	99.3%	1.6 GB	1.9 GB	5.1 GB	2.1 GB
43	de/97fc35	1368022	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (b0a12dfa-fb35-4b78-9886-47354d0f521e)	COMPLETED	0	2026-06-09 22:15:03.479	11m 24s	11m 24s	707.8%	1.3 GB	9.4 GB	108.1 GB	102.8 GB
25	15/6afa04	1536012	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR7411445)	COMPLETED	0	2026-06-09 22:25:07.075	3m 16s	3m 16s	483.7%	1.3 GB	9.2 GB	22.5 GB	21.2 GB
51	97/6cbd66	1302094	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (e96d9259-bbe6-461a-9f11-37f985253dea)	COMPLETED	0	2026-06-09 22:11:56.397	21m 18s	21m 18s	711.8%	1.3 GB	9.5 GB	207.1 GB	197.9 GB
3	4c/3fbfce	1443432	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (e9fae13c-4513-4afe-a03f-a2f90bff3f3c)	COMPLETED	0	2026-06-09 22:18:37.687	16m 17s	16m 17s	707.6%	1.3 GB	9.5 GB	162.7 GB	155.5 GB
12	ac/013ac7	1530834	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (dbd793a8-1b32-480d-9366-bb7b45c14549)	COMPLETED	0	2026-06-09 22:24:53.365	13m 57s	13m 57s	715.9%	1.3 GB	9.4 GB	146.3 GB	140.3 GB
55	b0/0e41a3	1560637	NFCORE_RNASEQ:PREPARE_GENOME:STAR_GENOMEGENERATE (GRCh38.primary_assembly.genome.fa)	COMPLETED	0	2026-06-09 22:26:25.533	26m 7s	26m 7s	569.3%	64.9 GB	83.3 GB	55.5 GB	71.8 GB
7	9e/97fa61	1265555	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ERR2539158)	COMPLETED	0	2026-06-09 22:10:13.695	44m 24s	44m 25s	499.4%	1.3 GB	9.4 GB	477.4 GB	445.7 GB
56	61/a30c8d	1637924	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (SRR7411440)	COMPLETED	0	2026-06-09 22:52:32.386	4m 16s	4m 16s	420.1%	35.3 GB	37.4 GB	35.2 GB	2.7 GB
75	bd/f90536	1637911	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (SRR7411445)	COMPLETED	0	2026-06-09 22:52:32.382	5m 34s	5m 34s	514.7%	35.4 GB	37.7 GB	40.4 GB	4.9 GB
35	10/531031	1469533	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ERR2539101)	COMPLETED	0	2026-06-09 22:19:58.418	39m 8s	39m 8s	485.5%	1.3 GB	9.4 GB	438.3 GB	409.3 GB
59	88/0391ae	1637939	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (d90389dc-120f-4e74-b3f0-8d3ac60bd3c4)	COMPLETED	0	2026-06-09 22:52:32.389	11m 15s	11m 15s	496.3%	35.7 GB	37.8 GB	61.3 GB	21.4 GB
67	1a/ad9fd7	1637896	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (a4a420c8-a195-4077-b621-6f8bfa02b39b)	COMPLETED	0	2026-06-09 22:52:32.371	13m 16s	13m 15s	506.1%	35.7 GB	38 GB	68.5 GB	26.8 GB
58	6a/68b51b	1721157	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (SRR14189737)	COMPLETED	0	2026-06-09 22:58:06.480	8m 23s	8m 23s	521.4%	35.4 GB	37.5 GB	57.3 GB	11.7 GB
66	fa/160e9b	1637951	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (0b72f9e4-598b-4eb2-addc-9d23aeadd6a8)	COMPLETED	0	2026-06-09 22:52:32.392	14m 26s	14m 26s	508.5%	35.7 GB	38 GB	72.7 GB	29.3 GB
77	86/d79b35	1637969	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (e9fae13c-4513-4afe-a03f-a2f90bff3f3c)	COMPLETED	0	2026-06-09 22:52:32.395	14m 55s	14m 55s	518.5%	35.6 GB	37.7 GB	76.9 GB	31.3 GB
60	7f/382f7e	1700617	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (2ea4421b-3693-4689-947f-da0c9da8b888)	COMPLETED	0	2026-06-09 22:56:48.748	12m 26s	12m 26s	500.3%	35.6 GB	37.7 GB	62.8 GB	23.7 GB
69	f6/8d396c	1671182	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (8982e051-d476-4b65-a541-663f3f2892f2)	COMPLETED	0	2026-06-09 22:54:38.144	15m 50s	15m 50s	516.1%	35.7 GB	37.9 GB	75.6 GB	31 GB
71	42/c3d071	1845062	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (SRR7961323)	COMPLETED	0	2026-06-09 23:05:47.996	5m 26s	5m 26s	559.5%	35.4 GB	37.7 GB	39 GB	3.8 GB
63	97/5c928b	1740270	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (364ef418-4b6a-4a3e-84f9-57ca755e1101)	COMPLETED	0	2026-06-09 22:59:06.702	13m 30s	13m 30s	517.2%	35.7 GB	37.8 GB	67.9 GB	25.5 GB
70	44/35f145	1854898	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (a71a46bf-206a-4ef4-8878-1451e351a6bf)	COMPLETED	0	2026-06-09 23:06:29.355	9m	9m	758.5%	35.6 GB	37.8 GB	57 GB	9.6 GB
74	ab/df0158	1818883	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (b0a12dfa-fb35-4b78-9886-47354d0f521e)	COMPLETED	0	2026-06-09 23:03:47.387	12m	12m	476.6%	35.6 GB	37.6 GB	60.9 GB	23.2 GB
57	a7/c487a7	1868939	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (SRR11355830)	COMPLETED	0	2026-06-09 23:07:27.465	9m 20s	9m 20s	705.9%	35.8 GB	38.2 GB	53.1 GB	10.1 GB
68	13/fd9702	1892890	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (SRR8528594)	COMPLETED	0	2026-06-09 23:09:14.525	8m 31s	8m 31s	483.2%	35.6 GB	37.7 GB	50.5 GB	11.3 GB
61	09/ec882d	1861751	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (7cb4e820-bf76-406f-a0df-dc6d06b2e935)	COMPLETED	0	2026-06-09 23:06:58.766	13m 58s	13m 57s	497.8%	35.7 GB	37.9 GB	68.2 GB	26.9 GB
65	a0/44f785	2004642	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (2c8f0ab5-cf44-40bb-b9f9-daf5bb66bb7c)	COMPLETED	0	2026-06-09 23:15:47.833	7m 16s	7m 16s	391.2%	35.4 GB	37.5 GB	46.7 GB	11.4 GB
80	07/0a6e18	2124682	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR7411440)	COMPLETED	0	2026-06-09 23:23:04.217	14s	14s	583.3%	4.8 GB	6.2 GB	2 GB	1.6 GB
64	41/d08a66	1911421	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (4dc4f20b-29c0-4c88-a9a9-73b850b8aaa9)	COMPLETED	0	2026-06-09 23:10:28.342	12m 57s	12m 57s	487.7%	35.6 GB	37.8 GB	63 GB	24 GB
82	54/98ab8c	2124688	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR7411445)	COMPLETED	0	2026-06-09 23:23:04.221	39.2s	39s	476.0%	5.3 GB	6.6 GB	4.6 GB	3.7 GB
81	09/597db4	2128582	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (SRR7411440)	COMPLETED	0	2026-06-09 23:23:18.234	1m 55s	1m 55s	374.3%	5.2 GB	6.3 GB	3.3 GB	14.1 MB
85	de/b2a09a	2130670	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (d90389dc-120f-4e74-b3f0-8d3ac60bd3c4)	COMPLETED	0	2026-06-09 23:23:25.271	2m 32s	2m 32s	508.5%	5.3 GB	6.6 GB	22.1 GB	19.6 GB
83	57/5b1f0e	2130666	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (SRR7411445)	COMPLETED	0	2026-06-09 23:23:25.268	2m 39s	2m 38s	421.1%	4.9 GB	5.6 GB	4.5 GB	14.3 MB
78	0d/e0a4f1	1923744	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (dbd793a8-1b32-480d-9366-bb7b45c14549)	COMPLETED	0	2026-06-09 23:11:13.696	15m	15m	513.3%	35.8 GB	38 GB	73.1 GB	29 GB
62	ec/16f2ab	2024057	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (514a93da-9c6d-4030-8ce2-d470861690d3)	COMPLETED	0	2026-06-09 23:16:47.185	9m 30s	9m 30s	438.1%	35.5 GB	37.6 GB	53.9 GB	15.2 GB
